name,x,y,z
1000069,30067.0,101048.0,6000.0
1000070,30067.0,104348.0,6000.0
1000071,30067.0,101548.0,6000.0
1000072,63747.0,110448.0,6000.0
1000073,60347.0,101048.0,6000.0
1000074,60347.0,107148.0,6000.0
1000075,63747.0,107148.0,6000.0
1000076,52947.0,114848.0,6000.0
1000077,56347.0,108748.0,6000.0
1000078,52947.0,103698.0,6000.0
1000079,53847.0,103698.0,6000.0
1000080,54497.0,98548.0,6000.0
1000081,56347.0,110448.0,6000.0
1000082,52947.0,110198.0,6000.0
1000083,52947.0,101048.0,6000.0
1000084,53847.0,101048.0,6000.0
1000085,53847.0,107148.0,6000.0
1000086,52947.0,107148.0,6000.0
1000087,56347.0,107048.0,6000.0
1000088,52947.0,108748.0,6000.0
1000089,56347.0,101548.0,6000.0
1000090,60347.0,110448.0,6000.0
1000091,56347.0,104348.0,6000.0
1000092,56347.0,101048.0,6000.0
1000093,63747.0,101048.0,6000.0
1000094,52947.0,98548.0,6000.0
1000095,60347.0,104348.0,6000.0
1000096,119800.0,87048.0,6000.0
1000097,115533.0,87048.0,6000.0
1000098,111267.0,103698.0,6000.0
1000099,110367.0,103698.0,6000.0
1000100,108667.0,101048.0,6000.0
1000101,108667.0,98548.0,6000.0
1000102,99667.0,114848.0,6000.0
